source_file,source_line,date,category,trial,shape,verdict,delta,note
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2377,2026-07-07,qwen,post-NTTMA score-profile @b906b38,qwen4b-l2,MEASUREMENT,10651.52us vs 10775.36 pre-gate (-123.84us); NT span 2437.2us dX 1676.7us,residual shape unchanged
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2429,2026-07-07,attention,short-S attention knob sweep confirm,s128/s256/deep,MEASUREMENT,s128 EXP2+RS+FP32P -5.38/-10.69 (70-79/80); s256 -10.67/-15.78 (76-79/80); deep PREBIAS+RS+FP32P -12.50/-12.27 (78-80/80),small / EXPFOLD / DEFER_RSUM=0 remain no-go/noisy
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2437,2026-07-07,qwen,qwen n128 TMA row-exclusive vs n256,qwen lm-head,NO-GO,+1085.30/+1033.58us 0/32; first job +1028.99/+1023.31 0/64,parity clean; n128 stack 160/176B
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2477,2026-07-07,fusion,MK_QKROPE_FUSE=0 unfuse probe,s128/s256/nano/deep,NO-GO,s128 +1.76/+1.25; s256 +5.41/+2.10; nano +29.25/+27.89 0/80; deep parity fail worst_rel 0.04159,keep fused qkrope default
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2494,2026-07-07,attention,short-S attention gates sibling validation,s128/s256/deep,MEASUREMENT,forced-old slower s128 +9.94/+6.94; s256 +14.50/+7.44; deep +11.74/+13.07us,model-only patch validated; small stays off
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2528,2026-07-07,attention,short-S attention gates applied to shared,s128/s256/deep,PROMOTED,,validated model.py defaults applied to shared source
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2551,2026-07-07,measurement,post-attn-gates short-S profile,s128/s256/small/deep,MEASUREMENT,totals 668.8/750.4/3182.1/2251.8us,s256/deep remain attention-DQ/FWD body targets
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2576,2026-07-07,attention-dq,MK_ATTN_DQ_C chunk screen,s256/deep,NO-GO,s256 Cq2 +9.76/+2.45 Cq4 +11.39/+2.77; deep Cq1 +14.21/+14.34 Cq3 +2.99/+7.84 Cq4 +23.78/+24.43us,every non-default chunk count lost both orders
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2591,2026-07-07,attention-dq,short-S DQ chunk screen duplicate close,s256/deep,DUPLICATE,same numbers as line 2576,duplicate close post
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2618,2026-07-07,qwen,qwen L2 NT-TMA default applied to shared,qwen4b-l2,PROMOTED,default tma=19 tma_nt=1 vs forced-old tma=18,shared model.py application of b906b38
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2643,2026-07-07,attention-dq,deep MK_ATTN_DQ_BULK_RED coverage screen,deep,MEASUREMENT,-12.96us (79/80)/-10.38us (77/80),promote candidate; S8192 bulk-red stays refuted
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2671,2026-07-07,attention-dq,deep DQ bulk-red default gate applied,deep,PROMOTED,forced-old +11.82/+12.22us,gate = exact_s4096 or exact deep; s256/s8192 stay off
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2687,2026-07-07,attention-dq,deep DQ bulk-red apply duplicate close,deep,DUPLICATE,,authoritative close is line 2671 per correction post
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2735,2026-07-07,rowop,S256 MK_RMS_DX_H256 recheck,s256,NO-GO,+0.53us (56/120)/-7.47us (110/120),order-mixed; not promotion-grade
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2758,2026-07-07,attention-dq,S256 MK_ATTN_DQ_FLOAT2_STORE recheck,s256,MEASUREMENT,-3.60us (96/120)/-8.45us (116/120),promote candidate; add S256 to _H256_DQ_FLOAT2_S
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2785,2026-07-07,attention-dq,S256 dQ float2-store default applied,s256,PROMOTED,forced-old +7.57/+3.57us,tuple (256;3072;8192); S4096 kept out
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2802,2026-07-07,attention-onepass,one-pass recon closed-paths audit,s8192,NOTE,,monolithic PDR / banded PDR / WG2 drain-only all already closed
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2820,2026-07-07,measurement,meter-honesty fixes landed,all,SCAFFOLD,,profile_df median selection @3f21e1e; opgap dual-bound tooling @df52827
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2837,2026-07-07,gemm-dw,MK_DW_NO_ATOMIC_SK1 deep/small screen,deep/small,MEASUREMENT,deep -14.46 (38/40)/-10.59 (40/40); small -262.10/-267.98us (40/40),promote candidate; do not broaden to S1024+ H256 or qwen
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2874,2026-07-07,architecture,frontier post-s256dqf2,all,NOTE,,records promoted/closed cells and active ownership
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2897,2026-07-07,attention-dq,S128 dQ float2-store recheck,s128,MEASUREMENT,-1.41us (134/200)/-1.04us (122/200),promote candidate; tuple (128;256;3072;8192)
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2917,2026-07-07,gemm-dw,deep/small dW SK1 no-atomic default applied,deep/small,PROMOTED,forced-old deep +15.01/+10.66; small +263.46/+263.20us,exact tuples joined _GENERIC_SHORT_DW_NO_ATOMIC_SK1_CFGS
results/AGENT-COORDINATION-ARCHIVE-20260708.md,2948,2026-07-07,measurement,combined default route snapshot,non-qwen non-S128,NOTE,deep has bulk_red+rs_feed+fp32_p+prebias+13 direct dW rows; small 25 direct,route sanity after gate batch
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3006,2026-07-07,attention,dual feed-drain source preflight,s8192,NOTE,,separate drain mailbox/ring + explicit done contract required; hazards recorded
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3047,2026-07-07,ce,qwen CE256 partials source port round-2,qwen4b-l1/l2,NO-GO,L1 +87.46/+86.59us 0/12; L2 +170.94 (2/8)/-17.70 (4/8) order-mixed,route clean; stack raised; do not promote
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3072,2026-07-07,rowop,S128 MK_RMS_DX_H256 screen,s128,MEASUREMENT,-8.05us (344/360)/-2.58us (260/360),promote candidate; S256 stays excluded
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3102,2026-07-07,rowop,S128 RMS dX H256 default applied,s128,PROMOTED,forced-old +8.08 (17/360 old wins)/+4.61us (67/360),tuple (128;512;1024;8192)
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3131,2026-07-07,architecture,post-S128 frontier refresh,all,NOTE,,records new default tuples and active lanes
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3152,2026-07-07,attention-dq,S1024 dQ float2-store screen,s1024,NO-GO,+4.98us (53/180)/+13.46us (3/180),keep S1024 excluded from _H256_DQ_FLOAT2_S
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3180,2026-07-07,attention-dq,MK_ATTN_DUAL_FEED_DRAIN mailbox skeleton,s8192,SCAFFOLD,route unchanged n_instr=188; compile OK,MkPdfDrain mailbox + WG2 no-op poll; no drain body yet
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3205,2026-07-07,measurement,meter re-anchor @bb199ea,10 shapes,MEASUREMENT,deep 1.30x nano 1.40x s256 1.45x s128 1.47x s1024 1.63x s2048 1.68x small 1.68x s3072 1.73x s4096 1.93x s8192 1.95x; ~22us/step host-launch constant,s8192 below 2x first time; s8192 on-path attention mass all in DQ chain
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3259,2026-07-07,qwen,qwen lm-head STX port pivot to n128+D64-TMA/pdf,qwen4b-l1/l2,NO-GO,L1 +598.88/+561.20us 0/8; L2 +616.37/+298.21us 0/8,STX direct port needs ~226KB smem vs 148KB carveout; fallback doubles tiles 4752->9496
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3317,2026-07-07,attention-dq,dual feed-drain real WG2 drain body,s8192,SCAFFOLD,smoke -12.19/-46.85us 1/2 each (underpowered),correctness+SASS clean; 32 F32 UBLKRED; default-off
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3358,2026-07-07,attention-dq,S512 dQ float2-store split screen,nano/deep,NO-GO,nano +2.02/+2.90 (16-24/80); deep +0.74/+1.79us (27-42/80),keep tuple unchanged; S512/S1024 excluded
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3464,2026-07-07,qwen,qwen NT body-rate frontier rerun,qwen lm-head,CLOSED-BY-ANALYSIS,standalone n128 2789.5; n256 2444.0; direct 2474.8us vs in-model 2441; nvjet ~1016-1023us,residual is body/executor itself not feed/launch/route
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3512,2026-07-07,gemm-dx,qwen head-dX body-rate companion rerun,qwen head-dX,CLOSED-BY-ANALYSIS,n128 2740.2us (290.7TF); n256 2121.8us (375.4TF); in-model already 1673.9/1676.7us,n128/n256 replay surface closed; nvjet ~939-940us residual real
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3540,2026-07-07,qwen,qwen ST-S3 standalone reanchor,qwen lm-head,MEASUREMENT,STX-R0 2254.9; STX-R1 2267.3; ST-S3 1666.8us 477.9TF vs n256 2444.0,body win persists; integrated supertile stays no-go as-is; next = body-vs-CE isolation
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3624,2026-07-07,attention-dkv,D64 dkv S^T RS-feed + split-wait family,s2048-s8192,REFUTED,dkv RS s8192 +92.7/+84.6 0/32; RS+SW +95.8/+82.4; RS+QPAIR +105.2/+100.9; DQ splitwait order-collapsed @120 reps,register-lifetime law 5th strike; FA4 concept-map item 4 closed
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3637,2026-07-07,itax-dag,make_graphed_step coop-launch graph capture,10 shapes,VALIDATED-PARKED,recoverable s128 +8.00 / s256 +9.15 / nano +9.12 / s1024 +11.71 / deep +10.34 / small +13.73 / s2048 +11.30 / s8192 +16.67us per step,landed worktree @e61edd4; adoption flagged as meter-policy decision
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3658,2026-07-07,attention-dq,S2048 dQ float2-store screen (codex),s2048,NO-GO,-7.36us (73/80) then +3.84us (15/80),order-unstable; S2048 stays excluded
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3703,2026-07-07,qwen,qwen ST-S3 body-vs-CE diagnostic,qwen lm-head,MEASUREMENT,body-only PDF 1725.73us; CE64 exact 3113.25 (+1387.52); CE64 lex2 2447.82us,absorption point = CE64 partial epilogue not the ST-S3 body
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3739,2026-07-07,qwen,qwen ST-S3 CE64 store-loop prototype,qwen4b-l1,NO-GO-CORRECTNESS,row CE64 1887.63 vs 3113.25; lex2 1862.45 vs 2447.82; A/B -522.08/-529.26us 12/12 then integrated nan,row perf promotion-grade; nan attribution blocker; do not default-promote yet
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3795,2026-07-07,itax-dag,graphstep capture map completion 12 shapes,s256/s1024/s3072/s4096/qwen,MEASUREMENT,s256 +9.15; s1024 +11.71; s3072 +10.94; s4096 +12.93; qwen-l1 +13.12; qwen-l2 +36.96us,qwen windows noisy but direction consistent; D128+TMA capture clean
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3819,2026-07-07,attention-dq,dual feed-drain delayed-completion slice,s8192,NO-GO,+24.51us 0/2; +58.64us 0/2,correct read_done/done contract; no benefit in serial pdf executor
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3839,2026-07-07,attention-dq,dQ bulk-red gate map completion,nano/s1024/s2048/s3072 + small,MEASUREMENT,nano -1.95/-4.90 + 4/4 esc @120; s1024 -11.33/-5.95; s2048 -22.99/-17.14; s3072 -10.75/-12.83us; small order-mixed NO-GO,gate = H256/D64 S 512-4096; s8192 stays refuted; win grows to s2048
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3914,2026-07-07,itax-dag,microbatch-interleave structural proposal,nano/deep/small,NOTE,machinery floor exceeds gap: nano 283.6 vs 248.2; deep 717.3 vs 541.4us,short/deep starvation-bound; op bodies cannot close them
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3957,2026-07-07,attention-dq,widened dQ bulk-red default gate applied,nano/s1024/s2048/s3072,PROMOTED,forced-old s2048 +13.07 (2/40)/+18.21us (1/40); nano +1.90/+0.86,default set now {nano;s1024;s2048;s3072;s4096;deep}; small/s8192 out
results/AGENT-COORDINATION-ARCHIVE-20260708.md,3992,2026-07-07,attention-dq,dual feed-drain one-pending overlap,s8192,NO-GO,+42.29us 1/2; +86.03us 0/2,parity clean; one-pending pdf executor path rejected
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4064,2026-07-07,attention-dq,dual feed-drain multi-slot drain ring,s8192,NO-GO-CORRECTNESS,A/B stalled before PARITY; job deleted,ring protocol unsafe/deadlock; keep default-off
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4168,2026-07-07,rowop,RMS dX H256 gate map s2048+s3072,s2048/s3072,MEASUREMENT,s3072 -12.91/-13.06us 40/40; s2048 -3.17/-1.39 + 4/4 esc @120 (81-91/120),S-map complete: wins 128/512/1024/2048/3072/8192 losses 256/4096; S512 dqf2 closed N/A by source read
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4187,2026-07-07,tma-smem,SW128+TMA attention staging milestone T,s2048-s8192,MEASUREMENT,S8192 1.28-1.32x (-68..-71us/pass); S4096 1.12-1.21x; s2048 mixed,SW128 same-buffer dual-view validated; prior blocker refuted; P2 MK_ATTN_DQ_TMA_STAGE open
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4214,2026-07-07,rowop,RMS dX H256 mid-S gate applied,s2048/s3072,PROMOTED,forced-old +11.39/+11.34us 2/40 both orders,tuple now (128;512;1024;2048;3072;8192)
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4226,2026-07-07,measurement,shared gate batch pre-gates,all,NOTE,test_ops+test_model ALL PASSED; LD gate 0 sectors vs 2906 baseline,dW SK1 removed residual benign dynamic-indexing loads
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4325,2026-07-07,itax-dag,interpreter-tax decomposition phases 1+2,8 shapes,LAW,floors s128 261.8 / s256 270.5 / nano 283.6 / s1024 301.3 / s4096 433.6 / s8192 493.4 / small 575.8 / deep 717.3us; hop ~3.4-4.0us df / 5.4-6.2 pdf; floor/gap 110-133% short -> 16% s8192,74-79% claim+idle; sync-elision dead; hop deletion worth ~3.5us machinery
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4346,2026-07-07,measurement,post-bulkred affected-shape score refresh,nano/s1024/s2048/s3072,MEASUREMENT,nano 1.381x; s1024 1.588x; s2048 1.657x; s3072 1.708x,all moves explained by promotions; s3072 includes mid-job RMS dX widening
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4356,2026-07-07,gemm-dw,dW SK1 no-atomic mid/long-S gate map,s1024-s8192,MEASUREMENT,s1024 wash (-2.74/+2.24); s2048 -39.15/-35.90 40/40; s3072 -28.59/-24.32 40/40; s4096 -36.21/-38.93 40/40; s8192 -38.67/-28.38us,four promotions ~-30..-39us/step across long-S frontier
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4388,2026-07-07,attention,FA4 D128 bwd SASS comparison,qwen D128,SASS-PROOF,all attention wgmma chains serialized (DEPBAR+ARRIVE+desc rebuild per HGMMA; 24 drains/stage) vs FA4 8 back-to-back; D128 MMA-issue handicap 1.8x,top borrowables: descriptor-uniformity idiom; exp2-prebias D128; LSE/Drow smem staging D128
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4414,2026-07-07,itax-dag,MK_ACCT_RELEASE_ATOM accounting publish,deep,NO-GO-CORRECTNESS,wlm worst_grad_rel 1041/5730 both orders; loss bit-equal,fence is load-bearing for DATA; acct ~0.9us/batch protocol-irreducible
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4432,2026-07-07,gemm-dw,dW SK1 mid/long-S gate applied,s2048/s3072/s4096/s8192,PROMOTED,forced-old s2048 +46.24/+40.80us 0/40; s2048 default arm ~1718us => ~1.61x pending cert,s1024 kept out; joins uncommitted gate batch
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4456,2026-07-07,itax-dag,microbatch-interleave v0 probe,s128/nano/deep/small,MEASUREMENT,merged ratios s128 0.599 / deep 0.654 / nano 0.664 / small 0.820; per-microbatch beats baseline at s128/nano/deep,starvation thesis confirmed; biggest short-S/deep lever; critical_path unchanged
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4508,2026-07-07,attention-dq,drain ring immediate-flush control,s8192,NO-GO,+180.16us 0/2; +153.57us 0/2,correctness-clean; hang isolated to deferred multi-outstanding overlap not ring bookkeeping
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4529,2026-07-07,attention-dq,s8192 dQ bulk-red post-dW-SK1 resweep,s8192,REFUTED,+98.37us (1/24)/+100.06us (0/24) vs original +39..+55,refutation upheld and strengthened; on-path wait law amplified by tighter schedule
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4540,2026-07-07,measurement,correctness soak @3f21e1e,all,MEASUREMENT,8/8 suite passes (2x test_ops + 6x test_model),promotion burst correctness-solid
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4561,2026-07-07,itax-dag,microbatch-interleave v1 shared-weight probe,s128/nano/deep/small,MEASUREMENT,ratios 0.589/0.662/0.653/0.816; with host grad sum 0.663/0.724/0.718/0.871; per-seq 474.8 s128 / 1635.0 deep vs baselines 492.9/1776.5,true grad-accum semantics; warm-launch-before-merge gotcha
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4605,2026-07-07,gemm-dx,qwen head-dX n256 splitK-SKR,qwen4b-l1/l2,NO-GO,l1 sk3 +230.43/+220.42 0/16; sk2 +54.45; sk4 +688.51; sk6 +250.86; l2 sk3 +769.07/+420.03us,SKR-law extension: pays only when gemm exclusive; sink pool already absorbs idle SMs
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4637,2026-07-07,attention-dq,s2048 dQ float2-store rescreen (fable),s2048,NO-GO,-9.41 (35/40)/-1.18; esc default-first -5.92/-7.02 but variant-first +0.43/-1.42,order-asymmetric; _H256_DQ_FLOAT2_S map complete: wins 128/256/3072/8192 no-gos 1024/2048/4096 S512 N/A
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4645,2026-07-07,qwen,qwen ST-S3 default-on promotion candidate,qwen4b-l1,VALIDATED-PARKED,remote isolated env-forced -546.24/-506.48us 16/16; local default-vs-off -527.66/-530.10 16/16; nan retired by clean-remote worker audit,shared landing blocked by concurrent model.py/mk.py gate ownership
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4666,2026-07-07,itax-dag,mbi v1 lse_parts access-set fix,s128/nano/deep/small,MEASUREMENT,merged+sum ratios 0.662/0.725/0.703/0.867; grad_rel 0.0051/0.0048/0.0077/0.000001,root cause: _access_sets missing flags&2048 args[9] write; one-line mk.py fix
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4709,2026-07-07,architecture,mbi native microbatches=2 in-model integration remote isolated gate,s128;nano;deep;small,PROMOTED,native ratio s128 0.694 / nano 0.745 / deep 0.727 / small 0.879; grad_rel<=0.0087,one merged df launch; host-side grad sum
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4752,2026-07-07,architecture,mbi in-kernel OP_AXPY_F32 grad-sum tail shape-gated default,s128;nano;deep;small,PROMOTED,s128 976.11us vs 1008.94 GO; nano GO; deep 3277.90 vs 3351.71 GO; small 6018.11 vs 5626.72 NO-GO,on for H256 s128/nano/deep; off exact small
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4788,2026-07-07,qwen,qwen4b-l1 post-ST-S3 score/profile refresh,qwen4b-l1,MEASUREMENT,mk 7474.85us vs graph+ 7186.72 ratio 1.0401x (was 1.1136x; mk -458.11us); lm-head fwd 2452.8->1869.5,supersedes older ST-S3 qwen no-go proof
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4805,2026-07-07,architecture,mbi.py wrapper + test_mbi + _access_sets fused-CE fix landed (96efec5),nano;deep;small;s128,PROMOTED,route-identity byte-identical; per-seq beats graph+ at s128/deep; small 1.68x->1.36x,worktree branch itax-3f21e1e
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4830,2026-07-07,architecture,mbi n-sweep n=2/3/4,s128;nano;deep;small,MEASUREMENT,s128 1.47/1.75/1.89x; nano 1.37/1.49/1.52x; deep 1.42/1.47/1.49x; small 1.17/1.14/1.11x,benefit tracks itax starvation ordering; host grad-sum caps curve
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4851,2026-07-07,architecture,mbi in-kernel AXPY grad-sum tail (381365f),deep;nano,PROMOTED,deep n=2 -82.4us; nano wash +/-6us; deep n=3 REFUTED +248.5us,default in-kernel only at n=2; cold-sink capacity is a budget
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4884,2026-07-07,qwen,qwen L2 ST-S3 force screen (MK_GEMM_N256_NT_SUPERTILE),qwen4b-l2,VALIDATED-PARKED,a_first -504.27us 16/16; b_first -301.66us 16/16; parity clean,promote-candidate; consider exact l2 default after port
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4933,2026-07-08,architecture,wgmma descriptor serialization probe (27-kernel sweep),standalone,REFUTED,descriptor idiom non-factor; __noinline__ ABI boundary (ptxas C7510) serializes; 196/196 HGMMA serialized in-model; 1.60x @64x64 / 1.15x @n128 / ~1.0 @n256,flat probes overestimate; follow-up = forceinline bodies
results/AGENT-COORDINATION-ARCHIVE-20260708.md,4969,2026-07-07,ce,_access_sets fused-CE lse-partials fix shared port,multi,PROMOTED,route-identical: nano 152/77/66; deep 436/213/186; small 264/145/126; s8192 183/80/62; qwen4b-l2 78/44/14,committed on shared megakernel branch
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5001,2026-07-07,architecture,mbi n-sweep completion cells,s256;s1024,MEASUREMENT,s256 1.49/1.65/1.71x n=2/3/4; s1024 1.31/1.36/1.43x,
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5012,2026-07-07,architecture,mbi pdf opt-in (16c7d39) + tmap hazard fix,s2048,PROMOTED,s2048 pdf n=2 1.27x (per-seq 1394.8us vs 1766.4),tmap raw-pointer descriptors bypass buffer remap; keep replica weights alive on tmap routes
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5038,2026-07-08,architecture,mbi s3072+s4096 pdf cells (interleave map complete),s3072;s4096,MEASUREMENT,s3072 n=2 1.18x; s4096 1.13x; n=2 map s128 1.47 .. s4096 1.13 monotone,starvation law holds end to end
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5080,2026-07-07,qwen,qwen ST-S3 current-head port gates @38e03b9,qwen4b-l1;qwen4b-l2,VALIDATED-PARKED,route l1 47/26 ntst=1; l2 78/44 ntst=1; forced test_ops + default test_model pass; LOCAL:0,port validated; pending score/profile
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5114,2026-07-08,architecture,mbi s8192 completeness cell,s8192,MEASUREMENT,pdf n=2 1.08x (5861.0 vs 6306.2); matches itax prediction ~1.05x,
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5122,2026-07-08,architecture,mbi s128 asymptote n=6/8,s128,LAW,n=6 2.01x; n=8 2.00x saturates; merged per-mb -> s128 machinery floor 261.8us; host grad-sum 26-27% at high n,asymptotic speedup = solo/floor bounded by sum cost
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5144,2026-07-08,scheduling,small cold_cap post-dW-SK1 resweep,small,FLIP-PROMOTED,cap=0 wins -14.86us (110/120) and -9.55us; cap16 +21.6; cap33 +10.1,flip 48->0; source deferred to model.py owner
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5163,2026-07-07,attention-dq,SW128+TMA attention staging P2 elected-thread TMA,s2048;s3072;s4096;s8192,MEASUREMENT,s2048 -15.1/-3.8; s3072 -5.6/-10.9 both orders; s4096 wash; s8192 +68.3/+76.8,s8192 loss = feed displacement of WG2 dq feed; no P3 close in range
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5174,2026-07-08,scheduling,deep cold_cap post-gates resweep,deep,NEUTRAL,cap16 stands (null vs itself); cap0 +20.2/+18.5 (1-4/120); cap64 +9.9,cap serves chain-latency-bound shapes
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5212,2026-07-07,infra-process,shared dirty gate batch commit + graphstep port,multi,PROMOTED,batch 785d048; graphstep 9b325e8+e5cc832; post-port test_model ALL PASSED,shared tip e5cc832
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5238,2026-07-08,scheduling,s1024+s2048 cold_cap post-gates resweep,s1024;s2048,FLIP-PROMOTED,s1024 stands (cap64); s2048 flip 0->33: cap16 -6.3/-6.2; cap33 -7.1/-7.0 (240-rep confirmed),source implication deferred
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5258,2026-07-08,measurement,LD spill gate at e5cc832,small,MEASUREMENT,small executed-LD 0 sectors (was 2906),new spill-gate baseline 0
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5262,2026-07-07,qwen,qwen ST-S3 38e03b9 score/profile,qwen4b-l1;qwen4b-l2,MEASUREMENT,l1 7499.5 vs 7181.7 (1.044x); l2 10031.4 vs 8666.3 (1.158x); LOCAL:0,l2 residual = lm-head/FFN GEMM + ATTN_DQ_WG128 wait
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5305,2026-07-07,qwen,qwen ST-S3 e5cc832 rebase gate (f8bb96c),qwen4b-l1;qwen4b-l2,VALIDATED-PARKED,route l1 47/26 ntst1; l2 78/44 ntst1; tests + graphstep pass; LOCAL:0,promotion candidate f8bb96c
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5332,2026-07-08,qwen,qwen ST-S3 e5cc832 score/profile (f8bb96c),qwen4b-l1;qwen4b-l2,MEASUREMENT,l1 7548.8 vs 7216.1 (1.046x); l2 10054.3 vs 8694.1 (1.156x),f8bb96c remains candidate; target L2 residual buckets
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5385,2026-07-07,qwen,qwen ST-S3 rebase-e5cc832 gates (parallel lane),qwen4b-l1;qwen4b-l2,VALIDATED-PARKED,route proofs match pre-rebase; forced test_ops + default test_model pass; LOCAL:0,parallel duplicate rebase lane
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5407,2026-07-08,qwen,qwen ST-S3 rebase-e5cc832 score/profile,qwen4b-l1;qwen4b-l2,MEASUREMENT,l1 7502.5 vs 7207.8 (1.041x); l2 10091.8 vs 8675.6 (1.163x),rebase over 05e9e97 needed before shared apply
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5423,2026-07-08,scheduling,s3072+s4096 cold_cap recheck,s3072;s4096,NEUTRAL,cap0 stands; s3072 cap16 +60.7/+55.9 (0/120); cap33 +33; s4096 all lose/wash,cold-cap family complete: flips small+s2048; stand nano/s1024/deep/s3072/s4096
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5445,2026-07-08,scheduling,apply cold-cap flips (05e9e97),small;s2048,PROMOTED,forced-old: small +11.52/+9.06 slower; s2048 +8.53/+7.90 slower,exact-gate one-liners in _cold_cap
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5483,2026-07-07,architecture,native microbatches= integration (worktree mbi-native-e5cc832),s128;nano;deep,PROMOTED,per-seq s128 448.2us (1.521x); nano 620.5 (1.389x); deep 1755.5 (1.498x); all under graph+ baselines,worktree-landed; later retired to evidence via dedup
results/AGENT-COORDINATION-ARCHIVE-20260708.md,5514,2026-07-07,architecture,native mbi extension cells,s128;deep;small;s2048,MEASUREMENT,s128 n3 1.663x / n4 1.750x; deep n3 1.489x; small n2 1.084x; s2048 pdf n2 1.153x,first native pdf gate; host-sum n>2 validated
